ClienteCPF;ClienteNome;ClienteSobrenome;ClienteSexo;ClienteNascimento;ClienteEstadoCivil;ClienteRua;ClienteNumero;ClienteBairro;ClienteCEP;ClienteCidade;ClienteEstado;ClientePais;ClienteRendaAnual;ClienteTelefone;ClienteEmail
952.931.794-27;Randy;Wu;M;1989-03-17 00:00:00.000;S;AZULAO;229;AVENTUREIRO;89222-585;JOINVILLE;SC;BRASIL;40000;189-555-0124;randy8@adventure-works.com
642.899.233-42;Kevin;Scott;M;1991-07-29 00:00:00.000;S;MARIANO COSTA;41;BOM RETIRO;89223270;JOINVILLE;SC;BRASIL;60000;364-555-0111;kevin50@adventure-works.com
471.203.295-30;Ian;White;M;1989-03-10 00:00:00.000;S;ABDON BATISTA;298;CENTRO;89223-100;JOINVILLE;SC;BRASIL;60000;200-555-0138;ian12@adventure-works.com
146.533.300-90;Caleb;Hayes;M;1988-02-06 00:00:00.000;S;BORBA GATO;700;ATIRADORES;89216430;JOINVILLE;SC;BRASIL;60000;243-555-0128;caleb19@adventure-works.com
462.566.542-07;Patricia;Garcia;F;1987-12-09 00:00:00.000;S;EDUARDO MIERS;102;ATIRADORES;89223000;JOINVILLE;SC;BRASIL;60000;501-555-0174;patricia18@adventure-works.com
054.292.691-75;Samuel;Russell;M;1986-08-16 00:00:00.000;S;R. DES. NELSON NUNES GUIMARAES;639;ATIRADORES;89223200;JOINVILLE;SC;BRASIL;60000;828-555-0112;samuel19@adventure-works.com
932.485.464-14;Sydney;Peterson;F;1986-10-29 00:00:00.000;S;SERVIDAO LANCASTER;33;CUBATAO;89223000;JOINVILLE;SC;BRASIL;60000;848-555-0130;sydney15@adventure-works.com
128.957.751-55;Ariana;Sanchez;F;1985-09-11 00:00:00.000;S;INACIO BASTOS;1455;BUCAREIN;89222160;JOINVILLE;SC;BRASIL;60000;435-555-0160;ariana22@adventure-works.com
491.589.255-91;Tamara;Sharma;F;1984-02-20 00:00:00.000;S;ALBANO SCHMIDT;1499;BOA VISTA;89223130;JOINVILLE;SC;BRASIL;70000;164-555-0166;tamara21@adventure-works.com
100.783.561-41;Katelyn;Perez;F;1984-07-06 00:00:00.000;S;ORESTES GUIMARAES;422;CENTRO;89223200;JOINVILLE;SC;BRASIL;70000;864-555-0116;katelyn35@adventure-works.com
604.256.842-54;Megan;Cox;F;1984-01-20 00:00:00.000;S;RUA PIO XII;248;BOM RETIRO;89200000;JOINVILLE;SC;BRASIL;70000;466-555-0163;megan39@adventure-works.com
870.411.750-57;Robert;Mitchell;M;1982-03-18 00:00:00.000;S;PAULO SCHNEIDER;560;VILA NOVA;89222400;JOINVILLE;SC;BRASIL;60000;132-555-0112;robert53@adventure-works.com
641.942.924-29;Miguel;Adams;M;1987-10-16 00:00:00.000;S;TATUAPE;512;FLORESTA;89216400;JOINVILLE;SC;BRASIL;60000;910-555-0185;miguel32@adventure-works.com
882.732.614-64;Miranda;Gonzales;F;1997-08-08 00:00:00.000;S;LAGES;34;CENTRO;89217200;JOINVILLE;SC;BRASIL;60000;343-555-0197;miranda17@adventure-works.com
310.778.595-06;Jeremiah;James;M;1981-06-24 00:00:00.000;S;RUA  SANTO AMARO DA PURIFICACA;387;PARQUE GUARANI;89223130;JOINVILLE;SC;BRASIL;60000;716-555-0117;jeremiah39@adventure-works.com
892.729.004-48;Ethan;Kumar;M;1982-04-25 00:00:00.000;S;SENADOR FELIPE SCHMIDT;219;CENTRO;89222460;JOINVILLE;SC;BRASIL;60000;214-555-0118;ethan24@adventure-works.com
754.922.179-60;Seth;Williams;M;1981-09-05 00:00:00.000;S;NOSSA SENHORA APARECIDA;48;BOA VISTA;;JOINVILLE;SC;BRASIL;70000;878-555-0119;seth2@adventure-works.com
518.254.793-93;Alyssa;Morgan;F;1981-08-24 00:00:00.000;S;TENENTE ANTONIO JOÃO;2655;BOM RETIRO;89200000;JOINVILLE;SC;BRASIL;70000;144-555-0113;alyssa30@adventure-works.com
847.293.686-14;Janet;Dominguez;F;1981-11-21 00:00:00.000;S;LAURENTINO;82;ATIRADORES;89200000;JOINVILLE;SC;BRASIL;70000;142-555-0139;janet18@adventure-works.com
934.520.592-78;Angel;Baker;M;1981-05-22 00:00:00.000;S;RUA DIOGO DIAS VELHO;98;COSTA E SILVA;89222060;JOINVILLE;SC;BRASIL;80000;616-555-0161;angel30@adventure-works.com
624.945.711-18;Blake;Moore;M;1981-05-04 00:00:00.000;S;CONS. MAFRA;295;CENTRO;89227060;JOINVILLE;SC;BRASIL;70000;485-555-0144;blake7@adventure-works.com
430.902.807-12;Jada;Collins;F;1980-10-13 00:00:00.000;S;ATRIZ DINA SFAT;396;ITINGA;89200000;JOINVILLE;SC;BRASIL;70000;169-555-0194;jada15@adventure-works.com
855.136.534-67;Isabella;Simmons;F;1990-08-13 00:00:00.000;S;VALTER PETERS;209;COSTA E SILVA;89217200;JOINVILLE;SC;BRASIL;70000;424-555-0125;isabella25@adventure-works.com
480.481.863-66;Jacqueline;Perry;F;1987-03-13 00:00:00.000;S;AUBE;1270;CENTRO;89222300;JOINVILLE;SC;BRASIL;70000;172-555-0136;jacqueline8@adventure-works.com
842.262.637-56;Jessica;Brown;F;1984-08-16 00:00:00.000;S;ESTRADA DA ILHA;2419;PIRABEIRABA;89223260;JOINVILLE;SC;BRASIL;60000;895-555-0138;jessica51@adventure-works.com
253.585.717-64;Chad;Jai;M;1989-08-13 00:00:00.000;S;PARANA;431;ANITA GARIBALDI;89223330;JOINVILLE;SC;BRASIL;60000;355-555-0162;chad13@adventure-works.com
297.494.472-46;Susan;Ye;F;1983-07-17 00:00:00.000;S;GUILHERME BERNE;383;SANTO  ANTONIO;89200000;JOINVILLE;SC;BRASIL;60000;268-555-0189;susan19@adventure-works.com
962.387.022-55;Morgan;Rogers;F;1985-06-17 00:00:00.000;S;R. IPANEMA;653;FLORESTA;89200000;JOINVILLE;SC;BRASIL;60000;405-555-0116;morgan49@adventure-works.com
967.181.147-97;Devin;Martinez;M;1987-01-19 00:00:00.000;S;OSMAR ELOY MEIRA;179;ITINGA;89223040;JOINVILLE;SC;BRASIL;70000;594-555-0155;devin16@adventure-works.com
115.214.094-60;Alan;Hu;M;1987-01-29 00:00:00.000;S;SENADOR FELIPE SCHMIDT;362;CENTRO;89200000;JOINVILLE;SC;BRASIL;80000;723-555-0187;alan24@adventure-works.com
794.769.587-09;Charles;Walker;M;1987-04-08 00:00:00.000;S;VOLUNTARIOS DA PATRIA;97;ITAUM;89223-100;JOINVILLE;SC;BRASIL;60000;162-555-0110;charles27@adventure-works.com
174.107.244-68;Johnny;Chavez;M;1985-10-25 00:00:00.000;S;R. DES. NELSON NUNES GUIMARAES;151;ATIRADORES;89223330;JOINVILLE;SC;BRASIL;70000;895-555-0161;johnny16@adventure-works.com
150.781.971-01;Dalton;Richardson;M;1985-05-19 00:00:00.000;S;MAX SCHWOELK;63;ANITA GARIBALDI;89200100;JOINVILLE;SC;BRASIL;70000;385-555-0179;dalton80@adventure-works.com
643.762.919-14;Kaylee;Nelson;F;1982-03-28 00:00:00.000;S;DIOGO DIAS VELHO;98;COSTA E SILVA;89222200;JOINVILLE;SC;BRASIL;70000;139-555-0186;kaylee31@adventure-works.com
237.724.170-49;Abigail;Jones;F;1980-01-23 00:00:00.000;S;TIJUCAS;235;CENTRO;89217520;JOINVILLE;SC;BRASIL;70000;889-555-0151;abigail50@adventure-works.com
474.700.098-18;Kaitlyn;Hall;F;1984-08-16 00:00:00.000;S;PRES.WASHINGTON LUIZ;257;BOM RETIRO;85227260;JOINVILLE;SC;BRASIL;70000;209-555-0173;kaitlyn46@adventure-works.com
496.488.312-27;Greg;Taylor;M;1990-08-16 00:00:00.000;S;SAMUEL HEUSY;241;BOM RETIRO;89223040;JOINVILLE;SC;Brasil;80000;959-555-0135;greg10@adventure-works.com
979.629.732-68;Devin;Parker;M;1984-10-29 00:00:00.000;S;TAIO;50;BOM RETIRO;89222450;JOINVILLE;SC;BRASIL;40000;897-555-0155;devin40@adventure-works.com
731.200.516-06;Jose;Griffin;M;1991-12-13 00:00:00.000;S;CERRO AZUL;479;NOVA BRASILIA;89222300;JOINVILLE;SC;BRASIL;40000;789-555-0114;jose15@adventure-works.com
684.005.254-83;Luke;Edwards;M;1990-11-02 00:00:00.000;S;LAGES;34;CENTRO;89217-340;JOINVILLE;SC;BRASIL;40000;815-555-0192;luke33@adventure-works.com
722.492.468-47;Cody;Torres;M;1988-11-03 00:00:00.000;S;XAVANTES;278;ATIRADORES;89223-040;JOINVILLE;SC;BRASIL;40000;269-555-0120;cody5@adventure-works.com
697.736.891-97;Victoria;Morris;F;1990-08-19 00:00:00.000;S;PARANA;370;ANITA GARIBALDI;89222061;JOINVILLE;SC;BRASIL;80000;178-555-0156;victoria26@adventure-works.com
415.442.154-06;Ian;Diaz;M;1989-10-27 00:00:00.000;S;IMBITUBA;57;FLORESTA;89223-020;JOINVILLE;SC;BRASIL;80000;136-555-0185;ian62@adventure-works.com
013.958.681-44;Caroline;Butler;F;1992-09-08 00:00:00.000;S;IMBITUBA;57;FLORESTA;89223330;JOINVILLE;SC;BRASIL;60000;101-555-0110;caroline15@adventure-works.com
722.174.363-67;Kaitlyn;Wilson;F;1988-03-25 00:00:00.000;S;JACAREPAGUA;31;BOM RETIRO;89223100;JOINVILLE;SC;BRASIL;40000;968-555-0196;kaitlyn29@adventure-works.com
456.898.726-94;Caleb;Gonzales;M;1988-07-12 00:00:00.000;S;ALEXANDRE SCHLEMM;816;ANITA GARIBALDI;89223-260;JOINVILLE;SC;BRASIL;40000;475-555-0114;caleb14@adventure-works.com
581.716.446-05;Hailey;Diaz;F;1988-05-25 00:00:00.000;S;URUSSANGA;800;BUCAREIN;89216330;JOINVILLE;SC;BRASIL;50000;835-555-0168;hailey42@adventure-works.com
319.352.639-43;Jonathon;Ortega;M;1988-07-01 00:00:00.000;S;RUA GERARD RAVACHE;21;BOM RETIRO;89223330;JOINVILLE;SC;BRASIL;50000;733-555-0157;jonathon16@adventure-works.com
157.150.018-12;Logan;Campbell;M;1988-08-22 00:00:00.000;S;EXPEDICIONARIO HOLZ;107;ATIRADORES;89223050;JOINVILLE;SC;BRASIL;50000;164-555-0159;logan33@adventure-works.com
971.946.072-54;Mackenzie;Campbell;F;1980-03-12 00:00:00.000;S;JACOB EISENHUTH;600;ATIRADORES;89222-470;JOINVILLE;SC;BRASIL;50000;786-555-0184;mackenzie29@adventure-works.com
621.212.402-82;Eduardo;Lee;M;1982-05-20 00:00:00.000;S;XV DE NOVEMBRO;1245;CENTRO;89223150;JOINVILLE;SC;BRASIL;50000;993-555-0176;eduardo21@adventure-works.com
405.313.405-61;Jackson;Wright;M;1982-06-01 00:00:00.000;S;GUARUJA;917;FLORESTA;89217630;JOINVILLE;SC;BRASIL;50000;112-555-0181;jackson51@adventure-works.com
453.459.906-61;Chase;Peterson;M;1980-04-28 00:00:00.000;S;BONITO LINDO;920;AVENTUREIRO;89223001;JOINVILLE;SC;BRASIL;60000;369-555-0167;chase5@adventure-works.com
173.225.052-79;Xavier;Richardson;M;1980-01-10 00:00:00.000;S;PLACIDO OLIMPIO DE OLIVEIRA;1244;ANITA GARIBALDI;89223200;JOINVILLE;SC;BRASIL;60000;578-555-0132;xavier76@adventure-works.com
268.570.795-53;David;Hayes;M;1991-09-19 00:00:00.000;S;SANTA ROSA DE LIMA;744;ITAUM;89223050;JOINVILLE;SC;BRASIL;60000;872-555-0191;david56@adventure-works.com
470.875.858-27;Jenny;Zhou;F;1988-09-23 00:00:00.000;S;LAURA ALVES SILVEIRA;239;JARDIM SOFIA;89223010;JOINVILLE;SC;BRASIL;60000;763-555-0124;jenny11@adventure-works.com
523.808.690-65;Kaylee;Baker;F;1984-01-18 00:00:00.000;S;BRUSQUE;347;JARDIM SOFIA;89218100;JOINVILLE;SC;BRASIL;60000;609-555-0179;kaylee39@adventure-works.com
408.159.096-91;Evan;Hernandez;M;1984-01-18 00:00:00.000;S;MANOEL SILVEIRA;108;JARDIM SOFIA;89218100;JOINVILLE;SC;BRASIL;60000;592-555-0143;evan45@adventure-works.com
378.434.475-37;Brooke;Richardson;F;1988-12-13 00:00:00.000;S;COLUMBIA;45;JARDIM PARAISO;89222590;JOINVILLE;SC;BRASIL;60000;752-555-0155;brooke9@adventure-works.com
695.085.575-23;Blake;Perez;M;1989-04-30 00:00:00.000;S;PIO XII;417;BOM RETIRO;89223130;JOINVILLE;SC;BRASIL;60000;146-555-0191;blake39@adventure-works.com
498.622.149-36;Natalie;Cook;F;1982-07-02 00:00:00.000;S;NORBERTO HOCHSTERN;285;AVENTUREIRO;89223010;JOINVILLE;SC;BRASIL;60000;468-555-0193;natalie5@adventure-works.com
762.360.087-28;Elizabeth;Weisman;F;1983-04-14 00:00:00.000;S;ITORORÓ;220;BOM RETIRO;89223260;JOINVILLE;SC;BRASIL;60000;117-555-0118;elizabeth6@adventure-works.com
029.268.053-36;Hailey;Collins;F;1987-02-08 00:00:00.000;S;SILVA JARDIM;37;ATIRADORES;89216000;JOINVILLE;SC;BRASIL;60000;394-555-0185;hailey45@adventure-works.com
023.999.954-71;Zoe;Ramirez;F;1980-12-29 00:00:00.000;S;OSCAR SCHNEIDER;205;ATIRADORES;89223270;JOINVILLE;SC;BRASIL;40000;712-555-0144;zoe6@adventure-works.com
492.378.399-26;Daniel;Davis;M;1988-03-21 00:00:00.000;S;FERNANDO DE NORONHA;75;ATIRADORES;89203000;JOINVILLE;SC;BRASIL;70000;217-555-0147;daniel23@adventure-works.com
761.755.981-97;Shelby;Rogers;F;1992-08-19 00:00:00.000;S;JACOB EISENHUT;600;ATIRADORES;89217100;JOINVILLE;SC;BRASIL;70000;187-555-0139;shelby19@adventure-works.com
612.146.222-90;Kyle;Zhang;M;1981-01-07 00:00:00.000;S;BARRA DO PIRAI;845;JARDIM IRIRIU;89201820;JOINVILLE;SC;BRASIL;70000;793-555-0118;kyle19@adventure-works.com
773.778.338-34;Alexandria;Long;F;1989-02-26 00:00:00.000;S;HIGINO DE AGUIAR;55;COSTA E SILVA;89223350;JOINVILLE;SC;BRASIL;70000;676-555-0172;alexandria9@adventure-works.com
682.389.551-87;Chloe;Robinson;F;1986-05-19 00:00:00.000;S;OSCAR SCHNEIDER;205;ATIRADORES;89223120;JOINVILLE;SC;BRASIL;70000;570-555-0117;chloe28@adventure-works.com
352.147.017-89;Evan;Kelly;M;1991-06-02 00:00:00.000;S;XV DE NOVEMBRO;7068;VILA NOVA;89223120;JOINVILLE;SC;BRASIL;40000;222-555-0139;evan2@adventure-works.com
735.639.718-85;Marcus;Jones;M;1991-06-08 00:00:00.000;S;OSCAR SCHNEIDER;104;ATIRADORES;89223165;JOINVILLE;SC;BRASIL;60000;465-555-0162;marcus3@adventure-works.com
199.924.388-13;Sarah;Jones;F;1990-09-05 00:00:00.000;S;AMANDUS ALANDT;63;BOM RETIRO;89223010;JOINVILLE;SC;BRASIL;60000;585-555-0177;sarah5@adventure-works.com
400.770.013-47;Blake;Green;M;1984-12-09 00:00:00.000;S;JUTA W. G. WENDEL;155;COSTA E SILVA;89223040;JOINVILLE;SC;BRASIL;40000;397-555-0128;blake32@adventure-works.com
793.073.902-22;Morgan;Morris;F;1991-10-14 00:00:00.000;S;AV. GETULIO VARGAS;271;BUCAREIN;89223120;JOINVILLE;SC;Brasil;40000;178-555-0115;morgan48@adventure-works.com
372.776.780-96;Jennifer;Alexander;F;1983-02-17 00:00:00.000;S;LAGES;575;CENTRO;89212020;JOINVILLE;SC;BRASIL;40000;623-555-0122;jennifer92@adventure-works.com
296.085.380-12;Julian;Hughes;M;1989-04-01 00:00:00.000;S;GRAVATAL;51;FLORESTA;89223130;JOINVILLE;SC;BRASIL;60000;301-555-0114;julian13@adventure-works.com
886.768.951-66;Luke;Coleman;M;1983-02-17 00:00:00.000;S;GRACIOSA;1132;GUANABARA;89222530;JOINVILLE;SC;BRASIL;70000;959-555-0119;luke24@adventure-works.com
643.732.198-92;Jason;Carter;M;1983-09-17 00:00:00.000;S;VIDAL RAMOS;422;GUANABARA;89211320;JOINVILLE;SC;BRASIL;70000;234-555-0170;jason39@adventure-works.com
643.914.894-64;Jose;Li;M;1985-01-04 00:00:00.000;S;ALEXANDRE SCHLEMM;520;BUCAREIN;89222510;JOINVILLE;SC;BRASIL;70000;145-555-0188;jose20@adventure-works.com
590.267.415-52;Micah;Liang;M;1986-12-07 00:00:00.000;S;DUARTE SCHUTTEL;157;COSTA E SILVA;89217620;JOINVILLE;SC;BRASIL;70000;843-555-0120;micah4@adventure-works.com
590.969.681-43;Benjamin;Taylor;M;1989-05-29 00:00:00.000;S;CONCORDIA;928;ANITA GARIBALDI;89222100;JOINVILLE;SC;BRASIL;60000;571-555-0135;benjamin43@adventure-works.com
667.499.008-81;Logan;White;M;1981-04-14 00:00:00.000;C;MARINGA;444;ANITA GARIBALDI;89206101;JOINVILLE;SC;BRASIL;60000;710-555-0132;logan64@adventure-works.com
494.445.525-34;Caleb;Campbell;M;1981-08-17 00:00:00.000;S;NOVA TRENTO;327;BOM RETIRO;89223120;JOINVILLE;SC;BRASIL;60000;459-555-0187;caleb36@adventure-works.com
934.499.705-93;Emma;Torres;F;1989-06-28 00:00:00.000;S;CORREA PINTO;344;COSTA E SILVA;89222-480;JOINVILLE;SC;BRASIL;60000;192-555-0182;emma40@adventure-works.com
012.312.981-18;Tanya;Gill;F;1987-03-23 00:00:00.000;S;HELENA DEGELMANN;145;COSTA E SILVA;89217100;JOINVILLE;SC;BRASIL;60000;742-555-0111;tanya10@adventure-works.com
461.151.655-79;Erick;Sanchez;M;1993-12-30 00:00:00.000;S;ANTONIO M. CORREIA;557;AVENTUREIRO;89222540;JOINVILLE;SC;Brasil;60000;827-555-0145;erick20@adventure-works.com
160.242.196-51;Kristi;Schmidt;F;1991-11-02 00:00:00.000;S;MEXICO;187;FLORESTA;89203000;JOINVILLE;SC;BRASIL;60000;995-555-0114;kristi27@adventure-works.com
675.591.158-67;Omar;Chen;M;1993-09-24 00:00:00.000;S;SIGNOS;855;JARDIM PARAISO;89223-000;JOINVILLE;SC;BRASIL;60000;938-555-0117;omar2@adventure-works.com
545.741.651-00;Sydney;Gray;F;1985-05-06 00:00:00.000;S;RUFINO HEIDEMANN;75;RIO BONITO;89222400;JOINVILLE;SC;BRASIL;60000;637-555-0114;sydney16@adventure-works.com
766.870.380-89;Sebastian;Sanchez;M;1983-10-14 00:00:00.000;S;MARIA W. ZANINI;51;PIRABEIRABA;89223000;JOINVILLE;SC;BRASIL;60000;404-555-0117;sebastian16@adventure-works.com
163.412.484-93;Megan;Martin;F;1991-11-15 00:00:00.000;S;JACOB EISENHUTH;600;ATIRADORES;89223100;JOINVILLE;SC;BRASIL;60000;612-555-0171;megan17@adventure-works.com
419.726.804-22;Elijah;Alexander;M;1988-06-10 00:00:00.000;S;OTTO BENACK;40;BOM RETIRO;89223000;JOINVILLE;SC;BRASIL;60000;100-555-0155;elijah20@adventure-works.com
837.351.624-14;Aaron;King;M;1985-09-28 00:00:00.000;S;AQUIDABAN;312;ATIRADORES;89222350;JOINVILLE;SC;BRASIL;70000;600-555-0195;aaron51@adventure-works.com
715.486.114-43;Jan;Hall;F;1988-12-24 00:00:00.000;S;PLACIDO GOMES;427;BUCAREIN;89222-145;JOINVILLE;SC;BRASIL;70000;118-555-0131;jan18@adventure-works.com
502.912.982-35;Tamara;Chander;F;1990-02-08 00:00:00.000;S;REPUBLICA DA CHINA;300;FLORESTA;89222400;JOINVILLE;SC;Brasil;80000;112-555-0164;tamara27@adventure-works.com
058.229.781-51;Edward;Lewis;M;1981-12-26 00:00:00.000;S;MARECHAL DEODORO;143;CENTRO;89223100;JOINVILLE;SC;BRASIL;60000;936-555-0189;edward43@adventure-works.com
163.649.424-60;Chase;Kelly;M;1984-10-11 00:00:00.000;S;ARACATI;44;ATIRADORES;89200000;JOINVILLE;SC;BRASIL;60000;153-555-0118;chase3@adventure-works.com
335.085.066-48;Stephanie;Campbell;F;1990-06-19 00:00:00.000;S;URUSSANGA;800;BUCAREIN;89217200;JOINVILLE;SC;BRASIL;60000;712-555-0117;stephanie54@adventure-works.com
965.751.891-33;Allison;Gonzalez;F;1981-06-25 00:00:00.000;S;JOAO THEIS;75;CENTRO;89223100;JOINVILLE;SC;BRASIL;60000;728-555-0144;allison31@adventure-works.com
732.576.106-29;Seth;Brooks;M;1983-02-25 00:00:00.000;S;OTTO BOEHN;805;ATIRADORES;89222480;JOINVILLE;SC;BRASIL;60000;771-555-0118;seth74@adventure-works.com
645.279.361-79;Destiny;Davis;F;1993-09-18 00:00:00.000;S;R: Jacob Eisenhut;116;ATIRADORES;89223130;JOINVILLE;SC;BRASIL;70000;251-555-0153;destiny5@adventure-works.com
726.925.302-49;Blake;Hill;M;1991-09-27 00:00:00.000;S;ALEXANDRE DOEHLER;301;CENTRO;89214210;JOINVILLE;SC;BRASIL;70000;171-555-0174;blake30@adventure-works.com
886.266.008-99;Eduardo;Jackson;M;1981-07-17 00:00:00.000;S;PASTOR FRITZ BUHLER;76;CENTRO;89222400;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0114;eduardo10@adventure-works.com
087.330.070-26;Latoya;She;F;1982-09-14 00:00:00.000;S;AMANDUS ALNDT;19;BOM RETIRO;89222460;JOINVILLE;SC;BRASIL;60000;1 (11) 500 555-0166;latoya0@adventure-works.com
857.720.611-62;Victoria;Gonzales;F;1980-05-10 00:00:00.000;S;ASTRA URBAN;79;JARDIM SOFIA;89217160;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0176;victoria63@adventure-works.com
560.941.578-59;Lauren;Bryant;F;1985-01-29 00:00:00.000;S;WALDEMAR CARLOS RICHTER;70;BOM RETIRO;89223270;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0156;lauren64@adventure-works.com
249.229.109-10;Felicia;Ortega;F;1992-05-06 00:00:00.000;S;ORESTES GUIMARAES;480;CENTRO;89223120;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0185;felicia20@adventure-works.com
847.144.656-15;Janet;Ortega;F;1991-11-05 00:00:00.000;S;EDUARDO MIERS;102;ATIRADORES;89204020;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0182;janet27@adventure-works.com
449.965.986-88;Willie;Pal;M;1991-04-10 00:00:00.000;S;LOURENCO MANOEL TAVARES;276;PROFIPO;89223270;JOINVILLE;SC;BRASIL;60000;1 (11) 500 555-0164;willie31@adventure-works.com
401.840.877-34;Linda;Ortega;F;1991-05-01 00:00:00.000;S;TENENTE ANTONIO JOAO;4296;BOM RETIRO;89223-070;JOINVILLE;SC;BRASIL;60000;1 (11) 500 555-0150;linda37@adventure-works.com
971.659.052-81;Vincent;Cai;M;1988-05-26 00:00:00.000;S;PROFESSOR JAMES FRUCHTUK;1330;COSTA E SILVA;89223100;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0116;vincent21@adventure-works.com
454.151.643-17;Colin;Yuan;M;1987-10-17 00:00:00.000;S;R. PIO XII;441;BOM RETIRO;89223001;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0170;colin30@adventure-works.com
521.888.145-08;Dawn;Nath;F;1987-04-22 00:00:00.000;S;EDUARDO FABRICIO DE SOUZA;35;JARDIM SOFHIA;89222100;JOINVILLE;SC;BRASIL;110000;1 (11) 500 555-0193;dawn42@adventure-works.com
524.226.308-58;Melody;Moreno;F;1985-05-23 00:00:00.000;S;DES. NELSON GUIMARAES;365;ATIRADORES;89210200;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0163;melody7@adventure-works.com
678.997.366-32;Edgar;Mehta;M;1985-06-20 00:00:00.000;S;PADRE KOLB;1007;BUCAREIN;89223001;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0180;edgar15@adventure-works.com
009.913.499-82;Randall;Gomez;M;1987-04-02 00:00:00.000;S;VALENTIM DIAS DO ROSARIO;134;PARQUE GUARANI;89222350;JOINVILLE;SC;BRASIL;70000;1 (11) 500 555-0179;randall2@adventure-works.com
837.785.878-16;Ross;Fernandez;M;1984-04-28 00:00:00.000;S;HENRIQUE DIAS;94;ANITA GARIBALDI;89248000;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0177;ross15@adventure-works.com
233.070.813-48;Jessie;Ramos;F;1981-04-21 00:00:00.000;S;DEP. IVETE VARGAS;111;COSTA E SILVA;89223-066;JOINVILLE;SC;Brasil;80000;1 (11) 500 555-0112;jessie36@adventure-works.com
381.721.474-01;Marc;Torres;M;1994-09-19 00:00:00.000;S;LEOPOLDO FISCHER;178;ATIRADORES;89217272;JOINVILLE;SC;BRASIL;80000;1 (11) 500 555-0131;marc15@adventure-works.com
322.762.228-97;Candace;Raman;F;1982-07-15 00:00:00.000;S;MAJOR NAVARRO LINS;1107;ANITA GARIBALDI;89222061;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0148;candace12@adventure-works.com
913.496.830-90;Meagan;Madan;F;1994-12-28 00:00:00.000;S;REINOLDO PRIESTER SOBRINHO;315;ITAUM;89227-014;JOINVILLE;SC;Brasil;90000;1 (11) 500 555-0112;meagan8@adventure-works.com
993.806.130-80;Clayton;Nara;M;1994-01-28 00:00:00.000;S;OTTO BOEHM;97;CENTRO;89210130;JOINVILLE;SC;BRASIL;90000;1 (11) 500 555-0162;clayton34@adventure-works.com
526.734.706-33;Haley;Hernandez;F;1987-05-21 00:00:00.000;S;PASTEUR;571;BOA VISTA;89217230;JOINVILLE;SC;BRASIL;50000;120-555-0112;haley53@adventure-works.com
739.284.933-25;Peter;Nara;M;1984-01-08 00:00:00.000;S;PLINIO SEIFFERT;85;AVENTUREIRO;89222470;JOINVILLE;SC;BRASIL;50000;244-555-0113;peter21@adventure-works.com
186.882.215-67;Isaac;Rivera;M;1988-03-31 00:00:00.000;S;INCONFIDENTES;184;BOM RETIRO;89222-350;JOINVILLE;SC;BRASIL;50000;750-555-0140;isaac16@adventure-works.com
522.579.701-76;Cameron;Moore;M;1994-01-13 00:00:00.000;S;THEONESTO WESTRUPP;197;AVENTUREIRO;89223165;JOINVILLE;SC;BRASIL;50000;293-555-0136;cameron48@adventure-works.com
816.978.585-65;Gavin;Diaz;M;1991-10-07 00:00:00.000;S;PARINTINTINS;118;COSTA E SILVA;89225035;JOINVILLE;SC;BRASIL;50000;726-555-0116;gavin20@adventure-works.com
172.802.962-88;Emma;Sanchez;F;1990-07-26 00:00:00.000;S;XV DE NOVEMBRO;761;CENTRO;89222400;JOINVILLE;SC;BRASIL;50000;365-555-0125;emma25@adventure-works.com
641.330.846-76;Sierra;Roberts;F;1987-09-16 00:00:00.000;S;MARINHO LOBO;80;CENTRO;89223-330;JOINVILLE;SC;BRASIL;50000;111-555-0177;sierra3@adventure-works.com
225.939.846-67;Seth;Mitchell;M;1988-10-18 00:00:00.000;S;RODOLFO PLOTOW;405;COSTA E SILVA;89223100;JOINVILLE;SC;Brasil;50000;171-555-0140;seth38@adventure-works.com
096.113.240-42;Miranda;Long;F;1988-03-25 00:00:00.000;S;MISAEL GERALDINO DE ALMEIDA;45;AVENTUREIRO;89223120;JOINVILLE;SC;BRASIL;40000;258-555-0111;miranda9@adventure-works.com
340.391.846-33;Haley;Henderson;F;1987-10-22 00:00:00.000;S;JOAO THEIS;157;ATIRADORES;89223100;JOINVILLE;SC;BRASIL;60000;868-555-0128;haley24@adventure-works.com
944.370.589-35;Sarah;Jackson;F;1986-06-22 00:00:00.000;S;JACOB RICHLIN;13;CENTRO;89222350;JOINVILLE;SC;BRASIL;60000;653-555-0150;sarah14@adventure-works.com
